GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
06974a6a-0b86-5913-8595-9863ab28aed5	chr6	164306619	164381044	6	5	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr6	164381960	165054306	3	2	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr6	165059275	165108568	6	5	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr6	165111649	165173013	3	2	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr6	165173923	165501779	6	5	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr6	165502433	165723949	9	9	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr6	165724557	165823928	7	6	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr6	165823973	166276112	9	8	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr6	166276200	166705075	6	5	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr6	166715514	166857920	9	8	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr6	166857972	170741917	6	5	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	43259	1111430	4	3	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	1112077	2609252	11	9	2
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	2609630	3808510	11	8	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	3808747	5636823	15	12	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	5642779	6610647	12	9	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	6612046	8200973	10	7	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	8201046	8274474	8	5	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	8275486	10359662	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	10362113	10450000	6	5	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	10450450	16472678	13	10	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	16473804	16587372	11	8	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	16587390	16756412	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	16760836	21772588	4	3	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	21772887	21868341	8	5	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	21868373	23056940	4	3	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	23064094	23086586	15	11	4
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	23088038	25664139	4	3	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	25664745	26299638	9	6	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	26301350	26895550	7	4	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	26896920	27021761	9	6	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	27026086	57769295	4	3	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	57770694	147024418	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	147030254	147317906	0	0	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	147320331	147564992	2	2	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr7	147567730	159334314	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	81254	43649398	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	43651435	43705882	4	3	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	43710339	43766749	2	2	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	43769752	47817299	5	4	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	47817987	60742319	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	60744246	68530378	8	5	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	68530642	69169295	9	6	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	69170553	103395865	8	5	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	103406425	106496976	17	12	5
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	106497409	106988868	24	19	5
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	106991441	108230433	19	13	6
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	108230574	109009813	24	19	5
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	109011675	110968433	14	9	5
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	110968728	114148881	24	19	5
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	114150742	115361006	14	9	5
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	115361050	117513196	23	18	5
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	117514462	118771665	18	12	6
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	118772214	119352487	22	17	5
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	119352823	121274417	19	13	6
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	121277524	122546127	23	18	5
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	122548923	123603810	13	8	5
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	123604556	141014137	19	14	5
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	141015051	141708435	15	10	5
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	141708506	141924350	21	16	5
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	141924981	142762148	15	11	4
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	142762919	143120437	19	15	4
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	143121100	144224628	13	9	4
06974a6a-0b86-5913-8595-9863ab28aed5	chr8	144224999	145072769	8	5	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	46587	273160	5	3	2
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	273233	329462	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	332404	364179	5	4	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	366911	1993168	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	1997332	2073292	6	4	2
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	2075080	2829785	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	2838911	4153694	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	4154148	5876271	8	5	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	5876558	5919150	2	2	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	5925878	5973701	5	3	2
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	5974573	6328254	8	5	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	6328947	6654847	14	11	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	6655056	8116186	8	5	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	8116662	8310322	9	6	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	8310704	8644117	13	10	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	8644711	13535543	7	4	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	13537359	13616432	6	4	2
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	13617636	36300887	7	4	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	36301929	38389603	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	38390940	41741113	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	60863881	132227287	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	132227421	132469336	7	4	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr9	132469773	138200944	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr10	45792	7706490	7	4	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr10	7708917	30613212	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr10	30614992	30644881	4	3	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr10	30652250	34943385	9	6	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr10	34945804	35095937	15	11	4
06974a6a-0b86-5913-8595-9863ab28aed5	chr10	35098186	42433668	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr10	42442670	66850251	5	3	2
06974a6a-0b86-5913-8595-9863ab28aed5	chr10	66853593	75223500	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr10	75224194	75403530	3	2	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr10	75408864	77283574	7	4	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr10	77283606	93150939	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr10	93151315	107598068	5	3	2
06974a6a-0b86-5913-8595-9863ab28aed5	chr10	107598338	107655150	8	5	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr10	107655224	109718190	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr10	109721583	133654968	5	3	2
06974a6a-0b86-5913-8595-9863ab28aed5	chr11	198510	55326816	5	3	2
06974a6a-0b86-5913-8595-9863ab28aed5	chr11	55327750	80817972	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr11	80819358	80856382	3	2	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr11	80859485	84261660	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr11	84267999	84328516	3	2	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr11	84329415	84427042	0	0	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr11	84428894	85090714	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr11	85095625	126600531	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr11	126602925	128888434	9	6	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr11	128888721	130074556	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr11	130077207	130485111	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr11	130488762	130938588	7	4	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr11	130938695	134997954	10	7	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr11	135000256	135074876	10	8	2
06974a6a-0b86-5913-8595-9863ab28aed5	chr12	51460	17851445	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr12	17853215	18579643	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr12	18584948	19276556	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr12	19278791	19448983	5	4	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr12	19455504	21080079	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr12	21083544	21125258	5	4	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr12	21125314	26521392	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr12	26521934	29485306	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr12	29489609	31730539	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr12	31732769	31821017	2	2	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr12	31821157	33422931	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr12	33423771	33779830	8	5	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr12	33784707	43894258	9	6	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr12	43896742	61122496	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr12	61126396	61498912	11	7	4
06974a6a-0b86-5913-8595-9863ab28aed5	chr12	61500281	62448332	10	7	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr12	62448361	133201603	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	18452809	21466868	5	3	2
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	21466906	36090967	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	36092842	38094408	7	4	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	38094486	38222037	11	8	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	38226742	38357159	2	2	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	38362251	38667819	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	38667888	44408024	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	44410725	44636700	5	5	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	44637070	51140921	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	51146338	51813304	5	3	2
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	51814629	52092100	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	52095889	52654882	7	4	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	52654896	54991979	9	6	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	54992027	60227425	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	60227528	60447035	9	6	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	60447888	62837315	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	62837380	63179722	7	6	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	63180079	69493397	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	69493797	69567703	6	4	2
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	69567918	73917320	7	4	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	73919072	74200682	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	74201138	74226437	5	4	1
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	74227135	88838160	3	3	0
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	88849774	89994644	5	3	2
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	89999850	93274587	7	4	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	93275137	94134849	10	7	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	94138418	95161654	6	3	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	95162031	96231119	8	5	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	96232746	96768120	14	10	4
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	96768986	96945867	12	6	6
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	96947075	99260251	16	10	6
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	99260629	101808070	13	10	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	101808098	102432457	17	10	7
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	102432986	103017516	15	10	5
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	103017588	103071807	12	9	3
06974a6a-0b86-5913-8595-9863ab28aed5	chr13	103076378	103972302	15	10	5
