GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr3	117030798	117124406	4	3	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr3	117126316	117173229	2	2	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr3	117174222	117233479	1	1	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr3	117234207	130057833	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr3	130062033	130087393	0	0	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr3	130088081	195068303	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr3	195068434	195118268	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr3	195121416	198169247	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr4	68929	10208766	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr4	10212536	10233644	0	0	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr4	10234518	34777238	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr4	34777340	34822561	2	2	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr4	34823103	93836166	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr4	93838675	96182505	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr4	96182975	190106768	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr5	15532	43598250	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr5	43599985	46386290	6	4	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr5	46389171	58881888	2	2	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr5	58882059	58900819	4	4	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr5	58902066	73198429	2	2	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr5	73203595	120243450	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr5	120243556	123026010	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr5	123032381	180947523	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr5	180951710	180991103	0	0	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr5	181006225	181109116	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr5	181110126	181363319	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr6	149661	32463370	6	4	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr6	32463515	32733056	9	6	3
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr6	32735244	55035920	6	4	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr6	55036122	62921906	7	5	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr6	62922566	78261995	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr6	78262064	78317580	2	2	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr6	78317642	101311967	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr6	101312314	101479425	2	2	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr6	101484250	101705698	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr6	101711538	101741580	68	68	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr6	101746856	108050174	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr6	108051004	108146008	51	38	13
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr6	108148716	111890183	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr6	111891024	112912871	6	4	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr6	112913390	150654187	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr6	150654696	150703850	45	35	10
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr6	150709843	170741917	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr7	43259	3032090	8	6	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr7	3032581	3730310	7	5	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr7	3731445	7719570	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr7	7719595	24259457	2	2	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr7	24259541	27830544	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr7	27832917	36422008	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr7	36428741	57960264	2	2	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr7	57960277	78506875	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr7	78508052	78585287	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr7	78589732	86068925	6	3	3
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr7	86069511	93810998	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr7	93811901	97482622	6	3	3
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr7	97487452	132819152	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr7	132819320	139158473	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr7	139159501	144980742	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr7	144982216	145087820	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr7	145088233	153827952	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr7	153828174	155547090	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr7	155549081	159334314	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	81254	4407926	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	4408640	38730540	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	38740209	42650280	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	42652597	46706809	7	5	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	46712686	47372362	11	8	3
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	47373872	47476188	12	9	3
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	47476314	47905121	11	11	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	47908549	48205877	3	3	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	48222873	48266870	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	48269164	49128159	19	17	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	49129998	49129998	8	5	3
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	49130516	49199050	11	11	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	49202287	51019388	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	51022579	51046999	6	4	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	51049640	58773208	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	58773533	63706071	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	63706458	67273847	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	67278405	80093645	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	80093787	92502094	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	92502281	93859706	13	11	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	93859919	93874351	10	10	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	93880249	94219508	7	5	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	94219834	94648844	10	8	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	94652392	95042209	32	30	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	95044888	95295322	12	10	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	95297035	95343420	25	22	3
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	95344019	96127442	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	96127965	97822098	20	18	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	97823321	98185424	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	98186702	100831079	6	4	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	100833741	102122027	2	2	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	102126854	102798864	17	15	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	102803106	104294325	2	2	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	104296438	104933842	17	15	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	104934710	104976131	26	25	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	104977842	105477790	51	49	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	105480390	105998797	38	36	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	106001565	106713539	19	17	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	106713651	107208443	12	10	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	107208934	108258607	10	8	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	108259197	108912828	14	12	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	108912990	110872416	11	9	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	110874550	112670933	13	12	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	112671970	113625640	8	6	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	113632784	113773827	16	14	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	113776195	114768491	26	24	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	114774539	117163515	40	39	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	117166176	117177327	12	12	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	117180481	117358784	12	10	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	117372087	119548852	7	5	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	119552835	121523499	17	15	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	121524894	121990865	26	24	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	121991818	122448932	12	10	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	122449049	123146174	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	123146610	123820043	2	2	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	123820686	124113544	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	124114392	124457268	6	4	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	124462448	125834240	21	19	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	125835843	126445455	26	24	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	126445552	127980398	38	37	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	127987394	129217183	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	129219066	129687174	3	3	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr8	129687849	145072769	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr9	46587	13099782	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr9	13099798	14585304	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr9	14585594	26626731	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr9	26633843	26743527	6	4	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr9	26746174	41741113	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr9	60863881	68424128	7	4	3
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr9	68425024	72737207	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr9	72738075	74044999	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr9	74046224	96106605	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr9	96107134	120313331	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr9	120315540	120850739	6	5	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr9	120850861	138106070	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr9	138106197	138200944	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr10	45792	51071264	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr10	51075972	62514133	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr10	62514183	133654968	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr11	198510	4946021	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr11	4946166	4955042	0	0	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr11	4955781	5672509	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr11	5674513	5766862	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr11	5768371	5787909	0	0	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr11	5788108	69982488	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr11	69982505	70003258	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr11	70003328	78035023	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr11	78035072	78044851	2	1	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr11	78047512	122659797	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr11	122662751	122818935	7	5	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr11	122819673	135074876	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr12	51460	19683200	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr12	19683692	21844119	6	4	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr12	21844940	84118997	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr12	84119095	86948432	6	4	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr12	86952317	128240556	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr12	128240944	128246357	8	4	4
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr12	128249465	133201603	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr13	18452809	114342922	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr14	18239283	20048132	8	5	3
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr14	20048196	84310706	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr14	84311579	95582977	1	1	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr14	95585416	96538626	9	8	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr14	96547685	98119652	7	6	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr14	98121705	98556845	9	8	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr14	98556929	99134372	6	5	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr14	99134499	102259730	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr14	102261513	104935842	6	4	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr14	104936081	106447162	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr14	106447260	106877229	1	1	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	19811075	32135526	4	3	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	32135878	47781874	5	4	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	47784725	47800797	8	7	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	47802952	72533855	5	4	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	72534851	80947834	4	4	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	80948328	82742310	2	2	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	82742662	82803597	10	10	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	82803755	84000189	37	35	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	84000828	84949901	15	13	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	84949916	85655818	13	11	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	85657468	86686316	25	24	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	86687960	88125460	13	11	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	88129562	88216607	10	8	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	88216968	88563183	16	14	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	88564271	89126519	12	10	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	89127273	89347185	10	8	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	89347584	90537071	21	19	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	90537155	90982911	10	8	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	90983045	91482986	8	6	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	91484197	91555463	17	15	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	91556686	92272949	7	5	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	92273181	93227315	11	9	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	93231674	93598378	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	93602717	94304158	11	9	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	94305679	94970933	15	13	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	94971173	97277535	17	15	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	97279072	97600947	42	42	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	97602884	98989425	35	33	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	98995402	99486999	2	2	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	99491770	100584553	31	30	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	100584624	101153676	12	10	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	101156200	101348388	21	19	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	101349350	101511063	7	5	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr15	101512338	101928837	13	11	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr16	10777	90096867	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr17	150733	265866	5	5	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr17	269591	7711954	4	4	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr17	7713574	15489804	2	2	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr17	15490272	16442121	26	24	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr17	16442740	17349974	16	15	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr17	17350841	18323454	15	13	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr17	18323787	19253765	2	2	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr17	19261769	21372859	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr17	21373414	22720241	2	2	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr17	22727748	65768498	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr17	65768772	66377927	6	4	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr17	66386744	75401790	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr17	75401904	81495401	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr17	81498260	83091923	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr18	48133	4970270	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr18	4970507	4980178	1	1	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr18	4985483	80257174	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	90910	6645430	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	6645684	6701502	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	6702011	27596469	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	27636293	28418572	20	19	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	28418764	28857159	14	12	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	28857175	29104249	20	19	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	29106402	29615852	26	25	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	29621234	29741539	55	55	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	29743046	30354497	45	44	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	30356433	30367425	28	26	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	30367899	30574466	32	32	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	30574621	31419932	15	14	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	31420223	32358620	12	11	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	32362993	32917998	8	7	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	32918071	33468236	21	20	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	33469490	34826511	35	34	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	34830477	35202761	26	25	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	35202954	35577160	17	17	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	35578730	35760183	8	7	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	35760425	36083573	18	16	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	36083896	36525423	21	20	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	36526894	37641202	29	28	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	37644145	38660701	17	16	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr19	38661364	58586487	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr20	80664	42024662	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr20	42024936	64008761	6	4	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr20	64009314	64324800	4	4	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr21	12973348	17679235	4	3	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr21	17680124	36938959	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr21	36944671	36977924	6	4	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr21	36977949	39595544	6	3	3
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr21	39596533	46475268	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr21	46475394	46677045	6	3	3
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr22	16392123	17140437	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr22	17140814	17512083	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chr22	17516025	50796027	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chrX	251810	2770918	8	6	2
