GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr2	6999777	7056501	4	2	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr2	7056826	31009646	5	3	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr2	31009772	31029795	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr2	31031886	75635578	5	3	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr2	75635806	83419588	6	3	3
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr2	83427995	83828155	16	14	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr2	83829107	84851908	12	10	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr2	84862290	86690834	7	5	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr2	86695998	88226446	10	8	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr2	88227042	94696161	8	6	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr2	94696525	242147305	2	2	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	20930	330765	1	1	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	331102	1261496	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	1262146	1649380	4	2	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	1649406	2009042	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	2009290	6706656	4	2	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	6707783	8521032	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	8523319	8765849	5	3	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	8767010	8866647	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	8866699	9233211	4	2	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	9233365	12594756	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	12596176	14464995	4	3	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	14465126	15083990	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	15087570	15995930	4	3	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	15998557	18896312	5	3	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	18897735	19623803	5	4	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	19630167	24043675	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	24046750	24306368	4	2	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	24307401	25760440	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	25761123	26368538	5	4	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	26369159	26372729	7	5	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	26373536	26586893	8	4	4
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	26587471	31569287	4	3	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	31570019	32356532	5	3	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	32356684	32525436	6	3	3
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	32526622	45019558	4	3	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	45020603	56611838	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	56612397	57352139	5	4	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	57402387	57894661	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	57897371	62800611	6	5	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	62803504	63499579	5	4	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	63499812	66639389	8	7	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	66639405	69645577	6	5	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	69645755	69730589	10	8	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	69730607	73238736	7	6	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	73240978	73426704	6	4	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	73427358	75283989	7	5	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	75284618	80088758	6	5	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	80089055	82274681	7	6	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	82279479	82363245	4	3	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	82364335	82701327	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	82706220	84097720	4	3	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	84100423	90085716	2	1	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	90087153	95534252	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	95539456	95819804	7	7	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	95830195	96029839	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	96038424	96110782	7	5	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	96110949	97356780	4	2	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	97361170	108793094	4	3	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	108798051	110055132	2	1	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	110057564	158972042	4	3	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	158978110	159004380	5	3	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	159004568	176165961	4	3	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	176170271	176190293	0	0	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr3	176190309	198169247	4	3	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	68929	4708476	2	2	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	4709254	5104040	4	2	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	5104721	12000050	2	2	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	12000914	13072448	4	2	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	13074509	13095976	2	1	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	13096486	13100853	5	5	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	13100875	15758057	2	2	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	15758448	15880581	4	3	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	15882075	18610949	2	2	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	18613483	18638078	1	1	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	18638901	29040545	2	2	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	29044953	32136190	3	3	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	32137178	33465529	7	7	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	33475317	36003211	3	3	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	36003629	36339190	4	4	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	36340129	36448795	9	9	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	36450776	39625579	3	3	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	39627999	40257979	4	4	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	40259896	40719506	2	2	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	40719525	42659549	4	4	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	42660266	44345518	3	3	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	44346015	44971409	4	4	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	44972876	45793926	2	2	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	45795246	46034221	3	3	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	46041844	46072228	9	9	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	46072328	47065132	7	7	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	47066563	48655588	2	2	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	48656762	49146905	1	1	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	49152601	68509237	4	2	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	68509442	68620261	0	0	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	68623617	128324172	4	2	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	128324447	138386814	5	3	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr4	138387591	190106768	4	2	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr5	15532	45716107	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr5	45716294	52524510	4	2	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr5	52524545	181363319	2	2	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr6	149661	92845259	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr6	92846035	92932959	4	2	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr6	92935310	103286950	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr6	103286954	103327551	1	1	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr6	103327631	170741917	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr7	43259	22220985	4	2	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr7	22222283	22765941	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr7	22767854	68058033	4	2	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr7	68061087	68092546	6	3	3
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr7	68094067	78663163	4	2	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr7	78666389	78761222	3	3	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr7	78761357	79256185	2	2	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr7	79256265	79457001	1	1	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr7	79461605	83079638	4	2	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr7	83079707	83084337	2	1	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr7	83084624	159334314	4	2	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	81254	29958314	2	1	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	29958926	32842905	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	32842987	39592543	2	1	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	39594011	42144388	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	42145300	46624924	5	4	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	46634473	51057187	8	7	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	51058103	54810162	7	6	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	54813158	56703344	6	5	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	56703403	56772983	9	8	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	56775118	59642293	7	6	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	59642300	60533591	8	7	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	60542828	66463403	6	5	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	66463493	69144914	7	6	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	69146113	69335662	9	8	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	69337294	71422273	6	5	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	71425688	71911994	8	7	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	71912350	89558279	7	6	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	89558478	89722278	9	8	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	89725972	90468896	6	5	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	90469681	90842661	8	7	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	90843580	97059277	7	6	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	97060454	97309986	8	7	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	97311554	101899322	6	5	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	101902092	103553213	7	6	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	103559264	122305521	8	7	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	122305682	130283848	7	6	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	130284040	130647770	8	6	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	130654065	137771394	8	7	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr8	137772458	145072769	7	6	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	46587	398077	1	1	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	398505	475644	2	2	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	479812	2076174	5	5	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	2077875	2526760	1	1	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	2527369	2658587	6	6	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	2659195	2755374	1	1	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	2755448	2793134	4	4	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	2793342	3155084	1	1	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	3155550	6519008	2	1	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	6522917	6924843	4	3	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	6924918	7730419	6	3	3
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	7731398	7772508	2	2	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	7772912	8260927	6	3	3
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	8261021	10369733	4	3	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	10370371	10531929	6	4	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	10541177	10624837	12	8	4
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	10625637	11054495	7	4	3
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	11055048	11143229	12	8	4
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	11143314	11795355	8	4	4
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	11795556	18299255	7	4	3
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	18299448	18601141	4	3	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	18601462	18682320	6	3	3
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	18682354	20564887	4	3	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	20566619	21017241	7	6	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	21017744	21047634	5	3	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	21047734	22027005	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	22028802	22449910	6	4	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	22449926	22647015	3	3	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	22653185	22665584	15	15	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	22669167	22674283	13	8	5
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	22681423	23307285	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	23307379	23712523	5	4	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	23713127	24722683	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	24722712	25465154	6	4	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	25465751	26012832	9	5	4
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	26017343	26626731	6	4	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	26633843	27032232	9	6	3
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	27032387	27518028	7	4	3
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	27520322	28958871	6	4	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	28959081	29588406	8	4	4
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	29588740	29783991	6	4	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	29786243	29976373	8	6	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	29980371	30125950	3	2	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	30126793	30218002	9	5	4
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	30218422	30237114	7	7	0
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	30237333	31580405	4	2	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	31580938	31628929	17	12	5
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	31629354	31685373	18	12	6
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	31692458	31809520	4	3	1
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	31809986	33416475	4	2	2
76a6e0be-98c4-54c8-b4e0-76f29ac1ab04	chr9	33416832	38198632	3	2	1
